# 【十字路口】对话 MiniMax 闫俊杰：M3、10X 计划、10T 模型、和智能的终局【视频播客】
# BV: BV1VGjh6WEf9 | UP: Koji杨远骋at十字路口 | 时长: 2283s | 语种: zh
# 转写: faster-whisper large-v3 | 抓取日期: 2026-07-01
# 简介: ➤ 本周的「十字路口」在 MiniMax Dev Meetup 现场录制，Koji 对谈MiniMax CEO 闫俊杰（IO）、Multica 创始人张佳圆、DeerFlow 核心负责人何涛，以及金融行业 AI 负责人虞扬。

我们围绕 AI Coding、Agent 与工程化落地的下一阶段展开。这期重点是闫俊杰 IO 的分享——也是他最近少有的公开露面：

1. M3 的关键突破和评价
[00:28:00 -> 00:28:02] 本身的真实的问题
[00:28:02 -> 00:28:03] 然后这个事情的话
[00:28:03 -> 00:28:05] 很显然是说
[00:28:05 -> 00:28:06] 光靠模型
[00:28:06 -> 00:28:07] 或者光靠researcher
[00:28:07 -> 00:28:08] 其实是做不到的
[00:28:08 -> 00:28:09] 其实这个事实际上
[00:28:09 -> 00:28:10] 我们在做coding的时候
[00:28:10 -> 00:28:11] 就已经遇到了
[00:28:11 -> 00:28:12] 比如我们去年
[00:28:12 -> 00:28:13] 在做coding的时候
[00:28:13 -> 00:28:14] 发现是说
[00:28:14 -> 00:28:15] 比如说对coding的理解
[00:28:15 -> 00:28:18] 比如说开发工程师
[00:28:18 -> 00:28:20] 显然是比算法同学更理解
[00:28:20 -> 00:28:22] 什么叫好的coding
[00:28:22 -> 00:28:23] 对
[00:28:23 -> 00:28:24] 然后所以说在那个时候
[00:28:24 -> 00:28:26] 我们就开始意识到是说
[00:28:26 -> 00:28:30] 比如说决定coding好坏的东西
[00:28:30 -> 00:28:31] 它实际上是
[00:28:31 -> 00:28:33] 算法同学来做出来
[00:28:33 -> 00:28:35] 这样一个模型比赛的框架
[00:28:35 -> 00:28:36] 但是它的
[00:28:38 -> 00:28:39] 它的如何来做评测
[00:28:39 -> 00:28:40] 如何来做归类
[00:28:40 -> 00:28:42] 然后包括如何来构造
[00:28:42 -> 00:28:44] 这些强大级的环境
[00:28:44 -> 00:28:45] 这些事情其实真正的
[00:28:45 -> 00:28:46] 软件公司其实是
[00:28:46 -> 00:28:48] 实际上是能做到更好的
[00:28:48 -> 00:28:49] 这个事在我内部
[00:28:49 -> 00:28:50] 其实也已经发生了
[00:28:50 -> 00:28:51] 只是说
[00:28:52 -> 00:28:53] 像之前的话
[00:28:53 -> 00:28:54] 在做coding的时候
[00:28:54 -> 00:28:55] 只需要两个角色
[00:28:55 -> 00:28:57] 就是researcher跟adnier
[00:28:57 -> 00:28:59] 然后并且adnier在里面
[00:28:59 -> 00:29:00] 其实决定了最关键的
[00:29:00 -> 00:29:01] 这个
[00:29:01 -> 00:29:02] 评测跟taste
[00:29:02 -> 00:29:03] 然后在做更多的领域里面
[00:29:03 -> 00:29:04] 其实就发现
[00:29:04 -> 00:29:05] 就需要三个角色
[00:29:05 -> 00:29:06] 它就需要
[00:29:06 -> 00:29:07] 算法
[00:29:07 -> 00:29:08] 开发的工程师
[00:29:08 -> 00:29:09] 以及还需要
[00:29:09 -> 00:29:10] 那个真正的专家
[00:29:10 -> 00:29:12] 它其实是变成多一个角色
[00:29:12 -> 00:29:14] 既然我们把两个角色
[00:29:14 -> 00:29:15] 合作给走通了
[00:29:15 -> 00:29:16] 那么现在就在里面
[00:29:16 -> 00:29:17] 再加个角色
[00:29:17 -> 00:29:19] 然后其实逻辑就是这样的
[00:29:19 -> 00:29:20] 然后并且是说
[00:29:20 -> 00:29:22] 这是第一个出路
[00:29:22 -> 00:29:24] 这就是从我自己的推演
[00:29:24 -> 00:29:25] 然后其实还有从第二个
[00:29:25 -> 00:29:26] 就是说
[00:29:26 -> 00:29:27] 比如我们很仔细的研究一下
[00:29:27 -> 00:29:28] 就是说
[00:29:28 -> 00:29:30] Anthony Pick他们是怎么来招人的
[00:29:30 -> 00:29:32] 其实你可以发现是说
[00:29:32 -> 00:29:33] 他们公司有大量的
[00:29:33 -> 00:29:35] 非researcher跟adnier的人
[00:29:35 -> 00:29:36] 他们公司有很多
[00:29:36 -> 00:29:37] 经济学家
[00:29:37 -> 00:29:38] 然后呢
[00:29:38 -> 00:29:39] 还有心理学家
[00:29:39 -> 00:29:40] 他们甚至还有
[00:29:40 -> 00:29:41] 还有核物理学家
[00:29:41 -> 00:29:42] 识的学家
[00:29:42 -> 00:29:43] 对
[00:29:43 -> 00:29:44] 他们为什么需要有核物理学家呢
[00:29:44 -> 00:29:46] 因为他们每次做对齐的时候
[00:29:46 -> 00:29:47] 都会来测试说
[00:29:47 -> 00:29:48] 越阅的时候会测
[00:29:48 -> 00:29:49] 这东西能不能用备用来
[00:29:49 -> 00:29:50] 制作核武器
[00:29:53 -> 00:29:54] 现在有哪些
[00:29:54 -> 00:29:55] 类似这样的
[00:29:55 -> 00:29:56] 特殊专家选择的
[00:29:56 -> 00:29:57] 坦白说在半年前
[00:29:57 -> 00:29:58] 我们是不意识到
[00:29:58 -> 00:29:59] 为什么需要有这么多
[00:29:59 -> 00:30:00] 这些人
[00:30:00 -> 00:30:01] 我们现在其实对这事的理解
[00:30:01 -> 00:30:02] 其实也非常深
[00:30:02 -> 00:30:03] 我们真的是需要这些人
[00:30:03 -> 00:30:05] 跟我们在一起
[00:30:05 -> 00:30:06] 然后呢
[00:30:06 -> 00:30:07] 就是说
[00:30:07 -> 00:30:08] 我们这个天下项目
[00:30:08 -> 00:30:09] 其实也是
[00:30:09 -> 00:30:10] 有很多
[00:30:10 -> 00:30:11] 非常好的同学
[00:30:11 -> 00:30:12] 在跟我们沟通
[00:30:12 -> 00:30:13] 其实也吸引到了一些
[00:30:13 -> 00:30:15] 包括在做的一些人
[00:30:15 -> 00:30:16] 我觉得我们接下来
[00:30:16 -> 00:30:17] 在几个领域里面
[00:30:17 -> 00:30:19] 其实都会有些这样的人
[00:30:19 -> 00:30:20] 包括在网安选里面
[00:30:20 -> 00:30:21] 包括在金融里面
[00:30:21 -> 00:30:22] 法律什么之类的
[00:30:22 -> 00:30:24] 我觉得我们在这块
[00:30:24 -> 00:30:25] 接下来的
[00:30:25 -> 00:30:26] 做的深度
[00:30:26 -> 00:30:28] 应该会比现在会深很多
[00:30:28 -> 00:30:29] 谢谢
[00:30:29 -> 00:30:30] 我们最后的问题
[00:30:30 -> 00:30:31] 其实我最想问的
[00:30:31 -> 00:30:32] 就是这个
[00:30:32 -> 00:30:34] 每个人推荐一个个股
[00:30:34 -> 00:30:35] 老师
[00:30:35 -> 00:30:37] 这个问题可能等不到答案
[00:30:37 -> 00:30:38] 对
[00:30:38 -> 00:30:39] 所以这个
[00:30:39 -> 00:30:40] 一个替代问题就是说
[00:30:40 -> 00:30:42] 这个2026年还剩半年
[00:30:42 -> 00:30:43] 有什么事情是你们认为
[00:30:43 -> 00:30:44] 在接下来半年
[00:30:44 -> 00:30:46] 你们自己最想all in的
[00:30:46 -> 00:30:49] 可以回答这个问题
[00:30:49 -> 00:30:50] 也可以回答
[00:30:50 -> 00:30:51] 推荐个股的问题
[00:30:53 -> 00:30:56] 那咱就不推荐个股了
[00:30:58 -> 00:31:00] 其实我想说的是两件事情
[00:31:00 -> 00:31:01] 现在我们AI
[00:31:01 -> 00:31:02] 和科技
[00:31:02 -> 00:31:03] 这些大模型
[00:31:03 -> 00:31:04] 在我们应用场景当中
[00:31:04 -> 00:31:05] 什么东西是以前东西
[00:31:05 -> 00:31:06] 可能替代不了
[00:31:06 -> 00:31:07] 我觉得有一点是什么
[00:31:07 -> 00:31:08] 是陪伴
[00:31:08 -> 00:31:09] 极大多数人
[00:31:09 -> 00:31:11] 或者说他们都有陪伴需
[00:31:11 -> 00:31:13] 包括像我们自己的领域上也是
[00:31:13 -> 00:31:14] 一定有赚了钱的时候
[00:31:14 -> 00:31:16] 你就一定有亏钱的时候
[00:31:16 -> 00:31:17] 而且很有可能
[00:31:17 -> 00:31:18] 对于很多人来说
[00:31:18 -> 00:31:19] 他们亏钱的时候
[00:31:19 -> 00:31:20] 可能就更加多一点
[00:31:21 -> 00:31:23] 所以说我觉得这是一个是陪伴
[00:31:23 -> 00:31:24] 第二个就是
[00:31:24 -> 00:31:25] 我们现在自己在做金融的
[00:31:25 -> 00:31:26] 一个场景上来说
[00:31:26 -> 00:31:27] 最初去我们做A征的时候
[00:31:27 -> 00:31:29] 是我们限制模型发挥
[00:31:29 -> 00:31:30] 我们要不让他去
[00:31:30 -> 00:31:31] 做很多奇怪的事情
[00:31:31 -> 00:31:33] 那等到A征进步了以后
[00:31:33 -> 00:31:34] 最近的事情就是
[00:31:34 -> 00:31:36] 我们要去引领模型
[00:31:36 -> 00:31:37] 能够让他去思考
[00:31:37 -> 00:31:38] 能够让他去做一些
[00:31:38 -> 00:31:39] 创造新的事情
[00:31:39 -> 00:31:41] 然后帮我们做完很多东西
[00:31:41 -> 00:31:42] 这是我觉得是今年
[00:31:42 -> 00:31:43] 可能两个比较大的目标
[00:31:43 -> 00:31:45] 刚刚严总跟阿导
[00:31:45 -> 00:31:46] 其实都透露很多
[00:31:46 -> 00:31:47] 所以推荐的个股
[00:31:47 -> 00:31:49] 我觉得大家应该都懂了
[00:31:49 -> 00:31:50] 所以我就不说了
[00:31:50 -> 00:31:51] 对
[00:31:51 -> 00:31:53] 然后我就讲一下
[00:31:53 -> 00:31:55] 其实我个人平常会写一个专栏
[00:31:55 -> 00:31:58] 叫做How AI Shifts Our Society
[00:31:58 -> 00:32:00] 就AI怎么改变我们的社会
[00:32:00 -> 00:32:02] 我其实有一个非常直观的感觉
[00:32:02 -> 00:32:04] 就是AI其实在让很多人
[00:32:04 -> 00:32:05] 变得内耗
[00:32:05 -> 00:32:06] 变得焦虑
[00:32:06 -> 00:32:08] 因为我有一个切实的体会
[00:32:08 -> 00:32:10] 就是国内的模型
[00:32:10 -> 00:32:11] 在somehow
[00:32:11 -> 00:32:12] 可能在26年之后
[00:32:12 -> 00:32:14] 跨过了某一个基点
[00:32:14 -> 00:32:15] 它其实已经具备了
[00:32:15 -> 00:32:17] 走进千家万户的机会
[00:32:17 -> 00:32:20] 就不管是minimax的M3模型
[00:32:20 -> 00:32:22] 还是国产职工的DevSec
[00:32:22 -> 00:32:23] 这个还是说一下
[00:32:23 -> 00:32:24] 对
[00:32:24 -> 00:32:27] 其实都已经跨过了某一个基点
[00:32:27 -> 00:32:28] 但minimax的模型
[00:32:28 -> 00:32:29] 这一次在多模态上
[00:32:29 -> 00:32:30] 其实它相当于
[00:32:30 -> 00:32:31] 就有了眼睛
[00:32:31 -> 00:32:32] 也可以做更多的事情
[00:32:32 -> 00:32:34] 我可以分享一个我个人的案例
[00:32:34 -> 00:32:37] 就是我老婆有段时间很焦虑
[00:32:37 -> 00:32:38] 她掉头发
[00:32:38 -> 00:32:40] 所以她总去看中医
[00:32:40 -> 00:32:41] 然后她去问
[00:32:41 -> 00:32:45] 国内DAU最大的某chatbot的产品
[00:32:45 -> 00:32:47] 不举她的名字
[00:32:47 -> 00:32:49] 然后她就跟他说了好多
[00:32:49 -> 00:32:50] 说了之后
[00:32:50 -> 00:32:52] 然后她觉得缓解了焦虑
[00:32:52 -> 00:32:53] 结果那个方法
[00:32:53 -> 00:32:55] 让她头发掉得更多了
[00:32:55 -> 00:32:56] 然后她就变得更焦虑
[00:32:56 -> 00:32:58] 然后她开始跟我说
[00:32:58 -> 00:32:59] 你们这个行业
[00:32:59 -> 00:33:00] 害人害己
[00:33:00 -> 00:33:02] 最后还害到您老婆成这样
[00:33:02 -> 00:33:04] 我就觉得我得给她吃点好的
[00:33:04 -> 00:33:05] 我就给她建了一个
[00:33:05 -> 00:33:08] 属于她的LM的wiki
[00:33:08 -> 00:33:10] 这个可能术语有点专业
[00:33:10 -> 00:33:12] 就是一个属于她个人的一个wiki
[00:33:12 -> 00:33:13] 然后我把
[00:33:13 -> 00:33:16] 我用codex把她所有的体检报告
[00:33:16 -> 00:33:18] 单据做了检查
[00:33:18 -> 00:33:19] 吃过的所有的药
[00:33:19 -> 00:33:21] 甚至包括那个chatbot
[00:33:21 -> 00:33:22] 和她聊的聊天记录
[00:33:22 -> 00:33:23] 我全都导进去
[00:33:23 -> 00:33:25] 然后我就把codex
[00:33:25 -> 00:33:28] 接到了她的飞书里边
[00:33:28 -> 00:33:29] 我让她去用
[00:33:29 -> 00:33:30] 我就跟她说
[00:33:30 -> 00:33:31] 以后你不要用那个chatbot
[00:33:31 -> 00:33:33] 你就用我给你做这种相见您老公
[00:33:33 -> 00:33:37] 我就说你可以问她怎么样
[00:33:37 -> 00:33:38] 下一次去看医生的时候
[00:33:38 -> 00:33:39] 我可以问什么问题
[00:33:39 -> 00:33:41] 甚至医生问题也录下来就问她
[00:33:41 -> 00:33:43] 然后她直接反问医生
[00:33:43 -> 00:33:44] 她就按照我这个去做
[00:33:44 -> 00:33:46] 后来发现她跟医生的沟通也更顺畅
[00:33:46 -> 00:33:48] 所以我就感觉到就是说
[00:33:48 -> 00:33:50] 其实我们普通人
[00:33:50 -> 00:33:52] 每个人都是有机会能够用AI
[00:33:52 -> 00:33:53] 让家人
[00:33:53 -> 00:33:54] 让身边的人
[00:33:54 -> 00:33:55] 让更多的东西变得更好
[00:33:55 -> 00:33:56] 只要我们愿意
[00:33:56 -> 00:33:58] 我觉得这也是我们用webcoding
[00:33:58 -> 00:34:01] 不是用来去替代人
[00:34:01 -> 00:34:03] 或者说去替代一些工种
[00:34:03 -> 00:34:04] 让人失业
[00:34:04 -> 00:34:07] 而是更多让大家很好的idea跟想法
[00:34:07 -> 00:34:08] 能够绽放出来
[00:34:08 -> 00:34:09] 而且让身边
[00:34:09 -> 00:34:10] 原来觉得离这个很远的人
[00:34:10 -> 00:34:12] 能感觉到一种温暖
[00:34:12 -> 00:34:13] 其实我觉得这其实就是
[00:34:13 -> 00:34:15] 从冰冷的暖建工程里面
[00:34:15 -> 00:34:16] 到最后能发现出来
[00:34:16 -> 00:34:18] 就是一种人类社会温暖
[00:34:18 -> 00:34:20] 我觉得最后是要回归到这个
[00:34:20 -> 00:34:25] 我觉得何道分享的非常好
[00:34:25 -> 00:34:26] 包括说
[00:34:26 -> 00:34:28] 首先我其实跟阿导一样
[00:34:28 -> 00:34:29] 我也不投资
[00:34:29 -> 00:34:30] 对
[00:34:30 -> 00:34:31] 我只投资我自己
[00:34:31 -> 00:34:33] 和我自己的公司
[00:34:33 -> 00:34:36] 所以说个股的建议我也给不出来
[00:34:36 -> 00:34:39] 然后下半年要all in的点
[00:34:39 -> 00:34:41] 我不能说是要all in吧
[00:34:41 -> 00:34:43] 但是可以说是
[00:34:43 -> 00:34:45] 我想要去探索的几个事情
[00:34:45 -> 00:34:47] 其实我是一个AI降龄派
[00:34:47 -> 00:34:49] 我是认定AI的能力
[00:34:49 -> 00:34:52] 发展到后面一定会比人来得强
[00:34:52 -> 00:34:54] 而且这个是在
[00:34:54 -> 00:34:56] 我过去几年的
[00:34:56 -> 00:34:59] 深度的去和AI的协作过程中
[00:34:59 -> 00:35:00] 越来越发现
[00:35:00 -> 00:35:02] 你未来已经不是在和人去竞争
[00:35:02 -> 00:35:03] 而是在和agent去竞争
[00:35:03 -> 00:35:05] 或者是在和AI去竞争
[00:35:05 -> 00:35:06] 你的智能其实是没有办法
[00:35:06 -> 00:35:08] 去和AI去做一个抗智能的
[00:35:08 -> 00:35:10] 在这样的一个情况下
[00:35:10 -> 00:35:11] 就像刚刚提到的
[00:35:11 -> 00:35:13] 这个社会该是一个什么样的
[00:35:13 -> 00:35:14] 我觉得这个可能是一个
[00:35:14 -> 00:35:16] 值得我们去思考的一个点
[00:35:16 -> 00:35:18] 因为人都是有惰性思维的
[00:35:18 -> 00:35:19] 有了AI之后
[00:35:19 -> 00:35:22] 大家都喜欢把事情都交给AI来去做
[00:35:22 -> 00:35:24] 把自己的思考外包给AI
[00:35:24 -> 00:35:26] 我现在一个做法是
[00:35:26 -> 00:35:28] 我可能会去和AI去做一个
[00:35:28 -> 00:35:30] 去做一个探索
[00:35:30 -> 00:35:32] 但是我会把思考最重要的部分
[00:35:32 -> 00:35:34] 都交给我自己
[00:35:34 -> 00:35:35] 好谢谢
[00:35:35 -> 00:35:37] 那IO来压轴
[00:35:37 -> 00:35:39] 所以你是降临派吗
[00:35:41 -> 00:35:42] 我觉得这样的
[00:35:42 -> 00:35:43] 然后我觉得
[00:35:43 -> 00:35:45] 首先现在的AI其实是一个
[00:35:45 -> 00:35:46] 本质上它是个黑盒的
[00:35:46 -> 00:35:47] 就是我们自己作为从业者
[00:35:47 -> 00:35:49] 我们也不知道它
[00:35:49 -> 00:35:50] 一年之后会怎么样
[00:35:50 -> 00:35:52] 就只是知道它会进步
[00:35:52 -> 00:35:53] 并且我们也
[00:35:53 -> 00:35:55] 坦白说其实也不太理解
[00:35:55 -> 00:35:56] 比如说为什么会有skin
[00:35:56 -> 00:35:58] 为什么会有各种各样的东西
[00:35:58 -> 00:35:59] 坦白说
[00:35:59 -> 00:36:02] 我认为单身靠人类已经很难理解这件事
[00:36:02 -> 00:36:06] 因为现了数学工具其实也是不太够
[00:36:06 -> 00:36:08] 因为其实我很早之前
[00:36:08 -> 00:36:09] 大概在10年前
[00:36:09 -> 00:36:11] 10年前我才读博士的时候
[00:36:11 -> 00:36:12] 就看过一篇论文
[00:36:12 -> 00:36:15] 大概意思就是一个超过三层的视频网络
[00:36:15 -> 00:36:16] 用现了数学工具
[00:36:16 -> 00:36:18] 其实就也没法分析它的熟练性
[00:36:18 -> 00:36:20] 但是这个行业还在进步
[00:36:20 -> 00:36:21] 对
[00:36:21 -> 00:36:22] 然后就是说
[00:36:22 -> 00:36:24] 我觉得就是说随着AI越来越强
[00:36:24 -> 00:36:26] 我觉得我特别关心的一件事是
[00:36:26 -> 00:36:28] 也不是这个可能不是all in
[00:36:28 -> 00:36:30] 就是我自己特别关心的一件事是说
[00:36:30 -> 00:36:33] 就是什么时候是不是能够AI能够帮助人家理解AI
[00:36:33 -> 00:36:35] 我觉得这是一个非常本质的事
[00:36:35 -> 00:36:37] 因为只有这样的话
[00:36:37 -> 00:36:39] 各种比如说对比如说AI会不会
[00:36:39 -> 00:36:40] 它的安全的问题
[00:36:40 -> 00:36:42] 比如说AI到底能够走多久
[00:36:42 -> 00:36:44] 这个事我觉得可能才会有一个答案
[00:36:44 -> 00:36:46] 现在有看到什么信号吗
[00:36:46 -> 00:36:47] 其实像
[00:36:47 -> 00:36:48] 就比如说
[00:36:48 -> 00:36:51] 我其实看过很多生命科学的论文
[00:36:51 -> 00:36:52] 就现在的话
[00:36:52 -> 00:36:53] 其实大家越来越发现是这样
[00:36:53 -> 00:36:54] 比如说
[00:36:54 -> 00:36:56] 就是大脑跟这个实用网络之间
[00:36:56 -> 00:36:58] 其实有很强的相关性的
[00:36:58 -> 00:36:59] 就真的是这样
[00:36:59 -> 00:37:00] 就是说
[00:37:00 -> 00:37:01] 就是大脑里面显然是
[00:37:01 -> 00:37:03] 大脑肯定不会算矩阵成的
[00:37:03 -> 00:37:05] 但是大脑里面其实是有些模块
[00:37:05 -> 00:37:07] 其实是类似会有这种
[00:37:07 -> 00:37:08] 比如说
[00:37:08 -> 00:37:11] 会有类似这种矩阵的这样的
[00:37:11 -> 00:37:13] 这样的一些概念
[00:37:13 -> 00:37:15] 并且大脑里面有一个机制
[00:37:15 -> 00:37:18] 其实是几乎可以等价成一个
[00:37:18 -> 00:37:19] T度的这个反应盘
[00:37:19 -> 00:37:20] 然后呢
[00:37:20 -> 00:37:22] 并且大脑里面其实它的这个
[00:37:22 -> 00:37:23] 有点像那个
[00:37:23 -> 00:37:24] transformer
[00:37:24 -> 00:37:25] 比如说海马蹄
[00:37:25 -> 00:37:26] 海马蹄的话其实会有些记忆
[00:37:26 -> 00:37:28] 其实它跟那个
[00:37:28 -> 00:37:29] 跟那个DeepSeq
[00:37:29 -> 00:37:30] 上次他们那个
[00:37:30 -> 00:37:31] 那个计的那个东西
[00:37:31 -> 00:37:32] 其实是很像的
[00:37:32 -> 00:37:33] 我觉得就是说这个
[00:37:33 -> 00:37:35] 就是比如说在一年前
[00:37:35 -> 00:37:36] 我们不太理解
[00:37:36 -> 00:37:38] 比如说安全这个非常重要
[00:37:38 -> 00:37:39] 现在的话
[00:37:39 -> 00:37:41] 我觉得我们可能就是不太理解
[00:37:41 -> 00:37:44] 就是为什么可解释性是个很重要的事
[00:37:44 -> 00:37:45] 但是我觉得
[00:37:45 -> 00:37:47] 现在其实越来越知道它们重要性了
[00:37:47 -> 00:37:48] 我觉得
[00:37:48 -> 00:37:49] 并且我觉得这个事
[00:37:49 -> 00:37:50] AI在里面应该是能发表给它做的问题
[00:37:50 -> 00:37:52] 就是AI本身的可解释性
[00:37:52 -> 00:37:54] 也得是要靠AI一起
[00:37:54 -> 00:37:55] 不怕路上还进行
[00:37:55 -> 00:37:56] 好
[00:37:56 -> 00:37:58] OK
[00:37:58 -> 00:37:59] 好
[00:37:59 -> 00:38:00] 那我们今天谢谢大家的时间
[00:38:00 -> 00:38:01] 好
[00:38:01 -> 00:38:02] 谢谢
