# 【十字路口】97后CEO：别卷语言模型了，3D才是蓝海【视频播客】
# BV: BV1pi4gzXEdh | UP: Koji杨远骋at十字路口 | 时长: 5029s | 语种: zh
# 转写: faster-whisper large-v3 | 抓取日期: 2026-07-01
# 简介: 在文生图、文生视频的浪潮之外，下一个引爆我们想象力的 AI 技术奇点在哪里？答案可能是 AI + 3D。

本周，我们邀请国内 3D 大模型公司 VAST 的创始人和 CEO 宋亚宸（Simon），和我们聊聊 VAST 最新 3D 生成大模型 Tripo 3.0 背后的故事。

这位 97 年的创业者短期内连续融资三轮、每轮数千万美金，积攒了足够的子弹，在闷头苦干一年后，Simon 今年首次上播客，和我们探讨了几个关键的战略问题：
[00:33:11 -> 00:33:12] 还在疯狂迭代的时候
[00:33:12 -> 00:33:13] 不应该在这个时候去雕花吗
[00:33:13 -> 00:33:14] 因为你很可能
[00:33:14 -> 00:33:16] 模型一涨给你淹没
[00:33:16 -> 00:33:18] 但我比较想知道的就是
[00:33:18 -> 00:33:20] 因为从你们的角度
[00:33:20 -> 00:33:21] Vast的角度
[00:33:21 -> 00:33:22] 你们本来就是金融公司
[00:33:22 -> 00:33:24] 你们其实淹没的是那些应用
[00:33:24 -> 00:33:25] 为什么在这个时候
[00:33:25 -> 00:33:26] 你们自己要做应用
[00:33:26 -> 00:33:27] 因为你知道
[00:33:27 -> 00:33:28] 下一版的模型
[00:33:28 -> 00:33:29] 会往哪些地方迭代
[00:33:29 -> 00:33:31] 所以你护的旧墙就很有意义
[00:33:31 -> 00:33:32] 你知道哪些地方
[00:33:32 -> 00:33:34] 它就应该护这个旧墙
[00:33:34 -> 00:33:35] 对吧
[00:33:35 -> 00:33:36] 然后你也知道哪些地方
[00:33:36 -> 00:33:38] 它可能不应该护这个旧墙
[00:33:38 -> 00:33:40] 因为下个版本就给你解决了
[00:33:40 -> 00:33:41] 所以这个时候
[00:33:41 -> 00:33:43] 就是我们最大的优势的地方
[00:33:43 -> 00:33:47] 就是它既通过做工具
[00:33:47 -> 00:33:49] 或者做这些agent
[00:33:49 -> 00:33:50] 不管你怎么定义它
[00:33:50 -> 00:33:51] 离我们的工程
[00:33:51 -> 00:33:52] 离我们的用户更近
[00:33:52 -> 00:33:55] 所以能拿到一线的用户反馈
[00:33:55 -> 00:33:57] 然后你知道你的大模型该怎么迭代
[00:33:57 -> 00:33:58] 同时你又大模型
[00:33:58 -> 00:34:00] 知道下一步大模型该怎么走
[00:34:00 -> 00:34:02] 那你知道你的产品该怎么迭代
[00:34:02 -> 00:34:05] 它就形成了一个非常好的配合
[00:34:05 -> 00:34:06] 他说在DeepSick
[00:34:06 -> 00:34:08] 他们坚决不做商业化的任何事情
[00:34:08 -> 00:34:10] 哪怕人家把钱送到他门口
[00:34:10 -> 00:34:12] 因为他觉得这个会稀释团队
[00:34:12 -> 00:34:16] 在追求模型智能的边界上的投入
[00:34:16 -> 00:34:17] 所以一点都不要
[00:34:17 -> 00:34:19] 然后他的用户产品也是做得很简单
[00:34:19 -> 00:34:20] 大家也能看到
[00:34:20 -> 00:34:21] 当时爆火之后
[00:34:21 -> 00:34:22] 其实他也没有在维护
[00:34:22 -> 00:34:25] 也没有调机器去服务他2C的产品
[00:34:25 -> 00:34:28] 他把所有的能量时间精力全部拿去搞鸡模
[00:34:28 -> 00:34:29] 但是我比较好奇的就是
[00:34:29 -> 00:34:31] 你在这个时候做的战略选择是
[00:34:31 -> 00:34:32] 又做鸡模
[00:34:32 -> 00:34:33] 然后又做Triple Studio
[00:34:33 -> 00:34:34] 而看上去
[00:34:34 -> 00:34:35] 其实你们现在的粮仓
[00:34:35 -> 00:34:38] 应该没有两位夫妇的粮仓那么丰厚
[00:34:38 -> 00:34:41] 在这个时候这样的注意力的稀释
[00:34:41 -> 00:34:42] 这背后的思考是什么
[00:34:42 -> 00:34:46] 反而我不觉得这是一个注意力的稀释
[00:34:46 -> 00:34:49] 我觉得如果你只做大模型这件事情的话
[00:34:49 -> 00:34:50] 它就有一个
[00:34:50 -> 00:34:53] 有一点像说学术权
[00:34:53 -> 00:34:55] 他的自嗨该怎么走
[00:34:55 -> 00:34:56] 然后你就怎么走
[00:34:56 -> 00:34:58] 因为其实在一个
[00:34:58 -> 00:35:00] 大家都在发论文的时代
[00:35:00 -> 00:35:02] 其实有些东西是很火的
[00:35:02 -> 00:35:05] 你是需要有一个窗口
[00:35:05 -> 00:35:07] 去跟实际的用户去接触
[00:35:07 -> 00:35:08] 让他告诉你什么
[00:35:08 -> 00:35:11] 因为才是大家真正需要的东西
[00:35:11 -> 00:35:12] 就是还是那句话
[00:35:12 -> 00:35:18] 我们做AI不是拿着锤子找钉子
[00:35:18 -> 00:35:19] 其实我们
[00:35:19 -> 00:35:20] 这也是我们公司的
[00:35:20 -> 00:35:21] 特别的地方
[00:35:21 -> 00:35:22] 我们公司在最早期的时候
[00:35:22 -> 00:35:24] 上次其实分享也讲到了
[00:35:24 -> 00:35:26] 我们做了一个3G的TikTok
[00:35:26 -> 00:35:28] 然后我们发现3G的TikTok
[00:35:28 -> 00:35:30] 遇到了一个墙
[00:35:30 -> 00:35:32] 这个墙就是缺少了一个前提条件
[00:35:32 -> 00:35:35] 就是说我们想做一个UGC的生态和社区
[00:35:35 -> 00:35:38] 但发现这个世界里面还没有3G的UGC
[00:35:38 -> 00:35:39] 为什么没有3G的UGC
[00:35:39 -> 00:35:40] 而只有3G的PGC
[00:35:40 -> 00:35:41] 核心的一点就是
[00:35:41 -> 00:35:43] 缺乏一个大众级别的操作工具
[00:35:43 -> 00:35:44] 对吧
[00:35:44 -> 00:35:45] 就像缺乏一个文字的打字法
[00:35:45 -> 00:35:48] 和图片视频的手机摄像头一样
[00:35:48 -> 00:35:49] 所以我们才去做
[00:35:49 -> 00:35:51] AI 3G大模型这件事情
[00:35:51 -> 00:35:54] 希望去降低用户创作的门槛和成本
[00:35:54 -> 00:35:57] 这就是我觉得很重要的一个初心
[00:35:57 -> 00:35:58] 就是我们做这件事情
[00:35:58 -> 00:36:00] 它是为了解决这个问题
[00:36:00 -> 00:36:02] 我们解决这个问题
[00:36:02 -> 00:36:04] 它是有一个用户去遇到这个问题
[00:36:04 -> 00:36:06] 所以我们才需要去做这件事情
[00:36:06 -> 00:36:08] 去跟这些用户在一起
[00:36:08 -> 00:36:09] 跟这些创作者在一起
[00:36:09 -> 00:36:11] 去看看我们到底解决得怎么样
[00:36:11 -> 00:36:13] 所以我们从第一天公司成立的时候
[00:36:13 -> 00:36:16] 它就不是一个拿着锤子找钉子的公司
[00:36:16 -> 00:36:18] 因为其实很多大模型公司
[00:36:18 -> 00:36:19] 它其实是看到了很多场景
[00:36:19 -> 00:36:21] 每个地方都可以去敲一敲
[00:36:21 -> 00:36:23] 它只是本身它做了一个大模型
[00:36:23 -> 00:36:24] 这个技术才有
[00:36:24 -> 00:36:25] 对吧
[00:36:25 -> 00:36:26] 说不定有一点价值
[00:36:26 -> 00:36:28] 大家看看在哪些地方可以有价值
[00:36:28 -> 00:36:29] 但是我们不是这样子
[00:36:29 -> 00:36:31] 所以一开始你们有那个钉子
[00:36:31 -> 00:36:33] 就是要做一个3D的UGC的社区
[00:36:33 -> 00:36:36] 我们想要做一个大众级别的创作的工具
[00:36:36 -> 00:36:38] 让每一个人都可以
[00:36:38 -> 00:36:39] 零门槛 零成本
[00:36:39 -> 00:36:41] 实时的去创作3D内容
[00:36:41 -> 00:36:42] 所以现在其实Triple Studio
[00:36:42 -> 00:36:44] 也是服务这个人群了吗
[00:36:44 -> 00:36:45] 现在暂时不是
[00:36:45 -> 00:36:46] 你可以理解为Triple Studio
[00:36:46 -> 00:36:48] 现在目前还是服务人群
[00:36:48 -> 00:36:50] 面向于专业的用户
[00:36:50 -> 00:36:53] 面向于ProC或者叫做PGC
[00:36:53 -> 00:36:55] 我们希望下一步就是
[00:36:55 -> 00:36:56] 逐步的去牺牲
[00:36:56 -> 00:36:58] 当然这是两个不同的产品
[00:36:58 -> 00:37:02] 我们会推出一个产品去牺牲
[00:37:02 -> 00:37:04] 它的创作的
[00:37:04 -> 00:37:06] 这个本身的可空性
[00:37:06 -> 00:37:08] 和可编辑的颗粒度
[00:37:08 -> 00:37:09] 但给它带来的是
[00:37:09 -> 00:37:11] 大量的内容范式和模板
[00:37:11 -> 00:37:13] 有了这样子的内容的范式和模板
[00:37:13 -> 00:37:14] 那才可以让每一个人
[00:37:14 -> 00:37:16] 参与到创作当中
[00:37:16 -> 00:37:17] 你现在去
[00:37:17 -> 00:37:18] 比如说
[00:37:18 -> 00:37:20] 我想一个大学生
[00:37:20 -> 00:37:22] 或者我去用Triple Studio
[00:37:22 -> 00:37:23] 是没有问题的
[00:37:23 -> 00:37:24] 但是你比如说
[00:37:24 -> 00:37:26] 你让一个小学生
[00:37:26 -> 00:37:29] 或者说让我外婆去用Triple Studio
[00:37:29 -> 00:37:30] 难度还是比较大的
[00:37:30 -> 00:37:34] 我希望真正的能够去实现一个
[00:37:34 -> 00:37:35] 零门槛
[00:37:35 -> 00:37:37] 零成本实时创作3D的内容的
[00:37:37 -> 00:37:39] 这么一个一件事情
[00:37:39 -> 00:37:41] 当这件事情实现了
[00:37:41 -> 00:37:43] 我觉得就有机会出现UGC群形
[00:37:43 -> 00:37:45] 是什么原因让你认为
[00:37:45 -> 00:37:47] 会有一个未来
[00:37:47 -> 00:37:49] 就是人人都要做3D呢
[00:37:49 -> 00:37:52] 就这个是不是其实也是
[00:37:52 -> 00:37:54] 还是蛮非共识的
[00:37:54 -> 00:37:56] 因为我可能就会觉得
[00:37:56 -> 00:37:57] 好像人人拍个照片
[00:37:57 -> 00:37:58] 拍个视频比较自然
[00:37:58 -> 00:37:59] 但是要去
[00:37:59 -> 00:38:01] 因为3D其实一个更高维的艺术创作
[00:38:01 -> 00:38:03] 这好像不是一个
[00:38:03 -> 00:38:04] 需要每个人都去干的事情
[00:38:04 -> 00:38:06] 或者每个人都会原生的
[00:38:06 -> 00:38:08] 就想干会干的事情
[00:38:08 -> 00:38:10] 但是其实你刚刚说的那个东西
[00:38:10 -> 00:38:12] 其实也就只存在了10年
[00:38:12 -> 00:38:13] 可能都不到
[00:38:13 -> 00:38:15] 就你刚刚说拍个视频拍个照片
[00:38:15 -> 00:38:16] 是一个很自然的事情
[00:38:16 -> 00:38:17] 这个自然
[00:38:17 -> 00:38:19] 其实也不超过10年
[00:38:19 -> 00:38:23] 你现在觉得3D这个市场小
[00:38:23 -> 00:38:26] 或者说大家了解的不多
[00:38:26 -> 00:38:29] 其实是一个非常错位的一个思考
[00:38:29 -> 00:38:31] 在短视频出来之前
[00:38:31 -> 00:38:34] 你一年又会看几部game
[00:38:34 -> 00:38:37] 在小红书和Pinterest出来之前
[00:38:37 -> 00:38:40] 咱们一年又会逛几次画廊
[00:38:40 -> 00:38:43] 然后在微博
[00:38:43 -> 00:38:45] 贴吧推特出来之前
[00:38:45 -> 00:38:46] 咱们
[00:38:46 -> 00:38:49] 一辈子也会读几本书
[00:38:49 -> 00:38:52] 但是我们回到3D
[00:38:52 -> 00:38:57] 在3D的UGC内容平台出来之前
[00:38:57 -> 00:39:00] 我们已经看到每个人都在打游戏了
[00:39:00 -> 00:39:01] 对吧
[00:39:01 -> 00:39:04] 王子荣耀在10年前就被发布出来了
[00:39:04 -> 00:39:07] 那个时候发布的第一年就1亿DAU
[00:39:07 -> 00:39:09] 10年后的今天依旧1亿DAU
[00:39:09 -> 00:39:10] 是什么意思
[00:39:10 -> 00:39:12] 就是在13亿的人口的国家里面
[00:39:12 -> 00:39:15] 保持了10年1亿DAU的产品
[00:39:15 -> 00:39:16] 它就是一个全民级的产品
[00:39:16 -> 00:39:17] 现在
[00:39:17 -> 00:39:20] 游戏全球市场大概2600亿美金的市场
[00:39:20 -> 00:39:22] 它应该是出版社加上画廊
[00:39:22 -> 00:39:24] 加上电影的所有的市场的总和的
[00:39:24 -> 00:39:25] 至少两到三倍
[00:39:25 -> 00:39:27] 我一点都没有夸张
[00:39:27 -> 00:39:28] 那一样的道理
[00:39:28 -> 00:39:31] 我认为说未来3D的UGC这种平台
[00:39:31 -> 00:39:33] 它应该是推特
[00:39:33 -> 00:39:34] 微博
[00:39:34 -> 00:39:35] 小红书
[00:39:35 -> 00:39:36] 抖音
[00:39:36 -> 00:39:37] 快手TikTok
[00:39:37 -> 00:39:38] Snapchat
[00:39:38 -> 00:39:39] Instagram
[00:39:39 -> 00:39:40] 所有这些乱七八糟的平台
[00:39:40 -> 00:39:41] 加在一起了两到三倍的总和
[00:39:41 -> 00:39:43] 你觉得这个平台是一个什么样的一个平台
[00:39:43 -> 00:39:45] 大家在上面消费的大概是什么样的内容
[00:39:45 -> 00:39:46] 是游戏
[00:39:46 -> 00:39:48] 还是像Genie3
[00:39:48 -> 00:39:50] 就很好的问题
[00:39:50 -> 00:39:52] 我们在做短视频的时候
[00:39:52 -> 00:39:55] 你问我说这个东西大家消费的是什么
[00:39:55 -> 00:39:56] 是电影吗
[00:39:56 -> 00:39:59] 因为那个时候没有短视频的概念
[00:39:59 -> 00:40:02] 它只有电影和视频
[00:40:02 -> 00:40:04] 但那个时候电影等于视频
[00:40:04 -> 00:40:05] 所以我说
[00:40:05 -> 00:40:09] 我们那个时候要说要做一个UGC的视频平台的时候
[00:40:09 -> 00:40:11] 咱只能可能想到电影
[00:40:11 -> 00:40:14] 是想不到任何的除了电影以外的东西
[00:40:14 -> 00:40:15] 那么一样的道理
[00:40:15 -> 00:40:16] 就是
[00:40:16 -> 00:40:20] 现在我们说做3D的可交互内容的平台的时候
[00:40:20 -> 00:40:22] 确实你只能想到游戏
[00:40:22 -> 00:40:24] 但是the fact is that
[00:40:24 -> 00:40:25] 就是
[00:40:25 -> 00:40:28] 当我们在实打实的去看到今天
[00:40:28 -> 00:40:30] 我们看到B站的20个type的倒数
[00:40:30 -> 00:40:32] 第二个的二级菜单里面
[00:40:32 -> 00:40:35] 在第二个你能找到电影
[00:40:35 -> 00:40:38] 就是电影已经在所有的视频里面很小的一部分
[00:40:38 -> 00:40:40] 短距的市场已经超过了电影了
[00:40:40 -> 00:40:41] 对吧
[00:40:41 -> 00:40:42] 所以说
[00:40:42 -> 00:40:44] 我相信未来
[00:40:44 -> 00:40:46] 今天我们玩到的所有的游戏
[00:40:46 -> 00:40:47] 不管是咸鱼之王
[00:40:47 -> 00:40:48] 三宵
[00:40:48 -> 00:40:49] 还是原神
[00:40:49 -> 00:40:50] 还是王者荣耀
[00:40:50 -> 00:40:51] 还是吃鸡
[00:40:51 -> 00:40:53] 我们玩到的所有的游戏
[00:40:53 -> 00:40:58] 都将会是所谓的3D可交互内容的
[00:40:58 -> 00:41:02] 这一个大品类下面的很小的一部分的精英的艺术
[00:41:02 -> 00:41:04] 这是我认为未来一定会发生的事情
[00:41:04 -> 00:41:05] 说到这里
[00:41:05 -> 00:41:07] 其实我也想补充一个背景问题
[00:41:07 -> 00:41:08] 就是Simon
[00:41:08 -> 00:41:11] 你可不可以给我们的听众科普一下
[00:41:11 -> 00:41:13] 因为前面你也提到
[00:41:13 -> 00:41:15] 就是3D大模型
[00:41:15 -> 00:41:18] 跟常规的大语言模型处在不同的阶段
[00:41:18 -> 00:41:21] 就是你们训练一个3D大模型
[00:41:21 -> 00:41:25] 跟一个常规的大语言模型相比的挑战在哪里
[00:41:25 -> 00:41:28] 就是我跟Gemini的讨论是他给我很多
[00:41:28 -> 00:41:30] 比如你前面其实也提到了
[00:41:30 -> 00:41:32] 是比如说数据的维度更高
[00:41:32 -> 00:41:33] 数据更难
[00:41:33 -> 00:41:35] 就是你可以用一些
[00:41:35 -> 00:41:38] 比如说普通的对技术可能有一点点了解
[00:41:38 -> 00:41:41] 或者了解不是特别多的听众
[00:41:41 -> 00:41:42] 能听懂的话
[00:41:42 -> 00:41:43] 给他们科普一下
[00:41:43 -> 00:41:44] 这个难点是什么
[00:41:45 -> 00:41:49] 我觉得我们还是拿
[00:41:49 -> 00:41:52] 我们把它叫做AI3要素来讲
[00:41:52 -> 00:41:55] 就是我们要养一匹马
[00:41:55 -> 00:41:57] 我们有三个东西
[00:41:57 -> 00:41:59] 第一个东西就是马要吃草
[00:41:59 -> 00:42:01] 所以草料就是数据
[00:42:01 -> 00:42:06] 第二就是马要有好的睡马师
[00:42:06 -> 00:42:09] 那么这个就是人才
[00:42:09 -> 00:42:10] 其实也是算法
[00:42:10 -> 00:42:13] 第三就是你要让马跑
[00:42:13 -> 00:42:14] 一定要有一个空间
[00:42:14 -> 00:42:16] 就要有一个跑马场
[00:42:16 -> 00:42:17] 这些就是算力
[00:42:17 -> 00:42:22] 所以当你有数据算力和好的算法
[00:42:22 -> 00:42:24] 或者好的科学家的时候
[00:42:24 -> 00:42:28] 那你自然能够训练出来比较好的AI
[00:42:28 -> 00:42:33] 那么3D确实在这三件事情上
[00:42:33 -> 00:42:37] 是和语言大模型有很大的区别的
[00:42:37 -> 00:42:41] 第一就是像我们这一开始在讨论的一样
[00:42:41 -> 00:42:43] 互联网其实在最早期的时候
[00:42:43 -> 00:42:47] 它只能支撑非常信息密度低的信息
[00:42:47 -> 00:42:48] 所以我们的
[00:42:48 -> 00:42:51] 不管社交网络上还是各个网络上
[00:42:51 -> 00:42:55] 其实拥有大量的文字的内容是可供爬取的
[00:42:55 -> 00:42:59] 但是3D因为互联网的成熟度还没到这一步
[00:42:59 -> 00:43:03] 所以说是没有公开的大量的数据是可供爬取的
[00:43:03 -> 00:43:06] 那这个会是一个非常天然的一个问题
[00:43:06 -> 00:43:08] 就是你的数据哪里来
[00:43:08 -> 00:43:13] 我们拥有应该是目前全世界最大的一个高质量的3D的
[00:43:13 -> 00:43:15] 原生的一个数据集
[00:43:15 -> 00:43:17] 目前大概有4000多万
[00:43:17 -> 00:43:21] 4000多万个类似于黑神话悟空里面那个猴子那个级别的
[00:43:21 -> 00:43:24] 这个三级的模型
[00:43:24 -> 00:43:25] 作为我们训练的数据
[00:43:25 -> 00:43:27] 这个是非常非常非常重要的
[00:43:27 -> 00:43:31] 其他的看到的一些大厂或者金针手大概是在百万级这个级别
[00:43:31 -> 00:43:35] 我们应该是全世界唯一一个千万级
[00:43:35 -> 00:43:38] 或者数千万级的这么一个数量
[00:43:38 -> 00:43:42] 所以这个是因为什么你们有别的没有呢
[00:43:42 -> 00:43:45] 因为是不是有些钱别人买不到吗
[00:43:45 -> 00:43:46] 很好的问题
[00:43:46 -> 00:43:51] 这是我们的这个核心机密
[00:43:51 -> 00:43:53] 核心机密
[00:43:53 -> 00:43:58] 然后所以在草药层面上来说我们确实吃的比别人好
[00:43:58 -> 00:43:59] 这个很重要
[00:43:59 -> 00:44:04] 然后第二块呢就是我们的这个科学家
[00:44:04 -> 00:44:07] 我们团队大概有五六十位清华的博士
[00:44:07 -> 00:44:11] 然后他们其实是非常非常顶尖的科学家
[00:44:11 -> 00:44:13] 其实这件事情是很不容易的
[00:44:13 -> 00:44:14] 为什么呢
[00:44:14 -> 00:44:17] 因为我们看到语言之前其实相对来说是个显学
[00:44:17 -> 00:44:20] 所以有大量的一些做lp的呀
[00:44:20 -> 00:44:23] 然后大量的一些做这个
[00:44:23 -> 00:44:26] 包括之前open eye也沉淀了很久
[00:44:26 -> 00:44:29] 去做这个大圆模型这件事情
[00:44:29 -> 00:44:35] 那么做3D其实它是一个非常非常新的东西
[00:44:35 -> 00:44:36] AI3D很新
[00:44:36 -> 00:44:37] 它是一个交叉式
[00:44:37 -> 00:44:39] 它是AI和图印学的一个交叉
[00:44:39 -> 00:44:41] 所以它没有什么老的人
[00:44:41 -> 00:44:43] 它大部分的人都是新的人
[00:44:43 -> 00:44:46] 它可能接触这个东西也就是一两年
[00:44:46 -> 00:44:48] 甚至你可以看到什么呢
[00:44:48 -> 00:44:52] 就是它可能两年以前图印学的顶盔Cgraph
[00:44:52 -> 00:44:55] 你可以看到大量的CV相关的论文
[00:44:55 -> 00:44:57] 计算机视觉相关的论文
[00:44:57 -> 00:45:03] 但今年CV的就是CVPR就是计算机视觉的顶盔
[00:45:03 -> 00:45:06] 它的一些best paper已经跟3D相关了
[00:45:06 -> 00:45:09] 很重要的点就是看到说3D它逐渐的在成为前选
[00:45:09 -> 00:45:10] 但这个
[00:45:10 -> 00:45:13] 就会导致前期的人才是非常的不足的
[00:45:13 -> 00:45:14] 对
[00:45:14 -> 00:45:17] 所以说在人才上面是很重要的
[00:45:17 -> 00:45:20] 我们这几十位非常优秀的算法科学家
[00:45:20 -> 00:45:24] 他才能够去迭代出来全世界最领先的算法
[00:45:24 -> 00:45:26] 这是一件事情非常非常难得
[00:45:26 -> 00:45:27] 非常非常难得
[00:45:27 -> 00:45:28] 非常非常珍贵的事情
[00:45:28 -> 00:45:31] 这个东西就取决于说
[00:45:31 -> 00:45:34] 你做这件事情是不是足够的早
[00:45:34 -> 00:45:35] 当你做的早
[00:45:35 -> 00:45:38] 然后你又有一下这个决心的时候
[00:45:38 -> 00:45:40] 你自然在这个里面可以比别人
[00:45:40 -> 00:45:42] 去更早的发现这些talent
[00:45:42 -> 00:45:44] 发现这些天才
[00:45:44 -> 00:45:45] 然后能够去投入
[00:45:45 -> 00:45:47] 然后把大家形成团队
[00:45:47 -> 00:45:48] 然后能够跑起来
[00:45:48 -> 00:45:49] 这件事情是重要的
[00:45:49 -> 00:45:51] 其实数据也跟早有关系
[00:45:51 -> 00:45:53] 但不完全是
[00:45:53 -> 00:45:56] 第三点就是我们所谓的跑马场
[00:45:56 -> 00:46:00] 这个就跟资金是比较相关
[00:46:00 -> 00:46:02] 我们现在应该是这个赛道里面
[00:46:02 -> 00:46:05] 融资额最高的一家公司
[00:46:05 -> 00:46:09] 当然也包括估值可能也算是最高的一家公司
[00:46:09 -> 00:46:11] 所以说
[00:46:11 -> 00:46:14] 当你有足够多的资金储备
[00:46:14 -> 00:46:17] 你有足够大的这个数据集
[00:46:17 -> 00:46:21] 你有足够好的这个算法科学家
[00:46:21 -> 00:46:22] 那理论上来说
[00:46:22 -> 00:46:25] 你就会有非常好的一个ASL一家模型
[00:46:25 -> 00:46:26] 但还有很多运气
[00:46:26 -> 00:46:28] 刚刚说了要找绿洲
[00:46:28 -> 00:46:30] 这个事情不是商队越大
[00:46:30 -> 00:46:31] 越好找到绿洲
[00:46:31 -> 00:46:36] 然后前面其实说到这个Triple Studio的这个作用
[00:46:36 -> 00:46:39] 其实这个如果说回过头去看一下
[00:46:39 -> 00:46:41] 过去你们做的这两年
[00:46:41 -> 00:46:43] 的这个路程
[00:46:43 -> 00:46:46] 你会怎么给自己划分一些关键的节点
[00:46:46 -> 00:46:47] 或者说阶段
[00:46:47 -> 00:46:49] 然后比如说做这个Triple Studio
[00:46:49 -> 00:46:51] 是你在什么时候
[00:46:51 -> 00:46:52] 也有可能不只是你
[00:46:52 -> 00:46:55] 也有可能就是也包含其他一些比较重要关键的人
[00:46:55 -> 00:46:58] 就是你们在什么样的一个时间节点
[00:46:58 -> 00:47:00] 认为要做这件事情
[00:47:00 -> 00:47:02] 必须要做这件事情
[00:47:02 -> 00:47:04] 而且要很快赶快做好
[00:47:04 -> 00:47:08] 就是回过头去看你们过去这两年的一个发展过程
[00:47:08 -> 00:47:10] 路线选择的一些关键点上
[00:47:10 -> 00:47:13] 其实这件事情是这样子
[00:47:13 -> 00:47:16] 在过去两年我们就做了一件事情
[00:47:16 -> 00:47:17] 23年成立的公司
[00:47:17 -> 00:47:19] 23年到24年我们就做了一件事情
[00:47:19 -> 00:47:24] 就是把技术做到了全世界最搜他的水平
[00:47:24 -> 00:47:25] 就做了这一件事情
[00:47:25 -> 00:47:27] 对其实我们也是有一些竞争对手
[00:47:27 -> 00:47:29] 但我们看到很多竞争对手
[00:47:29 -> 00:47:33] 他其实会在早期的时候去做很多产品上的事情
[00:47:33 -> 00:47:36] 我认为说在早期产品的本质
[00:47:36 -> 00:47:37] 它是技术
[00:47:37 -> 00:47:39] 它不是产品
[00:47:39 -> 00:47:40] 我不知道这件事情好不好理解
[00:47:40 -> 00:47:41] 就我举个例子
[00:47:41 -> 00:47:42] 比如说
[00:47:42 -> 00:47:44] 当你的手机摄像头
[00:47:44 -> 00:47:45] 你是720P
[00:47:45 -> 00:47:47] 我是1080P的时候
[00:47:47 -> 00:47:49] 你的720P增加各种人像
[00:47:49 -> 00:47:50] 全景
[00:47:50 -> 00:47:51] 红外
[00:47:51 -> 00:47:52] 什么这些功能
[00:47:52 -> 00:47:53] 是没有意义的
[00:47:53 -> 00:47:55] 你最应该去focus的
[00:47:55 -> 00:47:56] 或者你在聚焦
[00:47:56 -> 00:47:57] 应该做一件事情就是
[00:47:57 -> 00:48:00] 把它尽快做到1080P甚至4K
[00:48:00 -> 00:48:03] 而不是说去纠结那些有的没的那些什么视觉
[00:48:03 -> 00:48:04] 什么功能这些东西
[00:48:04 -> 00:48:06] 因为增加那些东西
[00:48:06 -> 00:48:08] 不是产品的本质
[00:48:08 -> 00:48:10] 产品的本质其实是技术
[00:48:10 -> 00:48:11] 在过去两年
[00:48:11 -> 00:48:12] 所以你会发现说过去两年
[00:48:12 -> 00:48:14] 我们公司可能在很长一段时间里
[00:48:14 -> 00:48:16] 连一个产品之力都没有
[00:48:16 -> 00:48:17] 这是一个很正常的情况
[00:48:17 -> 00:48:19] 然后我们的很大份的代码
[00:48:19 -> 00:48:21] 都是我们CTO亲自写的
[00:48:21 -> 00:48:23] 感觉现在你的想法变化了
[00:48:23 -> 00:48:25] 因为你也开始做Triple Studio
[00:48:25 -> 00:48:27] 所以好像就是你觉得
[00:48:27 -> 00:48:29] 大家都到1080P撞墙了
[00:48:29 -> 00:48:31] 你会不会担心有一天
[00:48:31 -> 00:48:33] 竞争的时候搞了个4K出来
[00:48:33 -> 00:48:34] 它跟撞墙没有关系
[00:48:34 -> 00:48:35] 它其实是这样子的
[00:48:35 -> 00:48:37] 原来
[00:48:37 -> 00:48:40] 我们就是打算要做Triple Studio这件事情
[00:48:40 -> 00:48:42] 我觉得这件事情是重要的
[00:48:42 -> 00:48:43] 但是呢
[00:48:43 -> 00:48:46] 我们原来想一上来做一个UGC版
[00:48:46 -> 00:48:48] 就是你可以理解为就是
[00:48:48 -> 00:48:49] 林门海凌晨们实时的创作
[00:48:49 -> 00:48:51] 三点点钟的这么一个东西
[00:48:51 -> 00:48:53] 它面向的是真正的UGC
[00:48:53 -> 00:48:56] 那为什么先做一个PGC的东西呢
[00:48:56 -> 00:48:57] 我们认为说
[00:48:57 -> 00:49:00] 在早期其实
[00:49:00 -> 00:49:01] 比如说举个例子
[00:49:01 -> 00:49:03] 比如说我们说的这个东西
[00:49:03 -> 00:49:07] 它从10分到20分到50分到60分到70分到80分
[00:49:07 -> 00:49:10] 其实可能对UGC和PGC来说
[00:49:10 -> 00:49:12] 它都是有对这个东西有需求的
[00:49:12 -> 00:49:14] 直到可能要到90分的时候
[00:49:14 -> 00:49:18] 到90到98或者90到99的过程中
[00:49:18 -> 00:49:20] UGC要的东西和PGC要的东西会不一样
[00:49:20 -> 00:49:22] 就比如说UGC要求速度好
[00:49:22 -> 00:49:23] 对吧
[00:49:23 -> 00:49:24] PGC可能要求比如说
[00:49:24 -> 00:49:26] 这个更精细
[00:49:26 -> 00:49:27] 对吧
[00:49:27 -> 00:49:30] UGC可能更关注的是它能简单的动起来
[00:49:30 -> 00:49:32] PGC可能关注的是拓扑结构和布线
[00:49:32 -> 00:49:33] 对吧
[00:49:33 -> 00:49:34] 就是我只是随便说一些
[00:49:34 -> 00:49:35] 但是核心的点是在于说
[00:49:35 -> 00:49:37] 但是早期的时候
[00:49:37 -> 00:49:39] 你至少生成得的是这个东西
[00:49:39 -> 00:49:42] 然后这个东西它至少能简单的去调整
[00:49:42 -> 00:49:46] 所以我们先做了一个Triple Studio
